T,EMS-obj-nr,DocIn,DocnrIn,Status,InEntrepot,OutEntrepot,InAV,OutAV,Weight,CN-code,CIF-value,SALE-value,ExEMS,PIO,customs,DocOut,DocnrOut,,
F,3078759X14,,,995,,,17/11/15,,199,8.5049E+21,1577,1895,25/11/15,284035,,,,T2,830
F,3078759X15,,,995,,,17/11/15,,196,8.5049E+21,1577,1895,24/11/15,284035,,,,T2,830
S,3078759X17,,,900,,,19/11/15,,1287,7225110010C04100000000,1577,0,,284376,,,,T1,900
X,3078759X17SCRAP,,,200,19/11/15,,19/11/15,19/11/15,311,7.20429E+21,1577,0,,284376,ENTREPOT,,,T3,0
F,3078759X18,,,995,,,19/11/15,,489,8.5049E+21,1577,1895,25/11/15,284376,,,,T2,900
F,3078759X19,,,995,,,19/11/15,,487,8.5049E+21,1577,1895,26/11/15,284376,,,,T2,900
S,3078760X04,,,900,5/11/2015,16/11/15,16/11/15,16/11/15,3335,7225110010C04100000000,1577,0,,282543,USED,,,T1,900
X,3078760X04SCRAP,,,200,16/11/15,,16/11/15,16/11/15,215,7.20429E+21,1577,0,,282543,ENTREPOT,,,T3,0
F,3078760X09,,,995,16/11/15,,16/11/15,16/11/15,1548,8.5049E+21,1577,1895,24/11/15,282543,ENTREPOT,,,T2,900
F,3078760X10,,,995,16/11/15,,16/11/15,16/11/15,1572,8.5049E+21,1577,1895,24/11/15,282543,ENTREPOT,,,T2,900
S,3078760X13,,,900,,,16/11/15,,1925,7225110010C04100000000,1577,0,,283983,,,,T1,900
X,3078760X13SCRAP,,,200,16/11/15,,16/11/15,16/11/15,330,7.20429E+21,1577,0,,283983,ENTREPOT,,,T3,0
F,3078760X14,,,995,,,16/11/15,,1595,8.5049E+21,1577,1895,25/11/15,283983,,,,T2,900
S,3078760X17,,,900,,,17/11/15,,176,7225110010C04100000000,1577,0,,284049,,,,T1,780
X,3078760X17SCRAP,,,200,17/11/15,,17/11/15,17/11/15,68,7.20429E+21,1577,0,,284049,ENTREPOT,,,T3,0
F,3078760X18,,,995,,,17/11/15,,55,8.5049E+21,1577,1895,25/11/15,284049,,,,T2,780
F,3078760X19,,,995,,,17/11/15,,53,8.5049E+21,1577,1895,24/11/15,284049,,,,T2,780
S,3078761X18,,,900,,,18/11/15,,291,7225110010C04100000000,1577,0,,284258,,,,T1,600
X,3078761X18SCRAP,,,200,18/11/15,,18/11/15,18/11/15,132,7.20429E+21,1577,0,,284258,ENTREPOT,,,T3,0
F,3078761X19,,,995,,,18/11/15,,159,8.5049E+21,1577,1895,25/11/15,284258,,,,T2,600
R,3091211,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,8031,7225110010C04100000000,2005,0,,285786,AV,,,R1,1035
X,3091211SCRAP,,,200,14/12/15,,14/12/15,14/12/15,271,7.20429E+21,2005,0,,285786,ENTREPOT,,,T3,0
S,3091211X01,,,900,14/12/15,18/12/15,18/12/15,18/12/15,3830,7225110010C04100000000,2005,0,,285786,USED,,,T2,1000
X,3091211X01SCRAP,,,200,18/12/15,,18/12/15,18/12/15,145,7.20429E+21,2005,0,,286310,ENTREPOT,,,T3,0
F,3091211X02,,,800,14/12/15,16/12/15,14/12/15,14/12/15,3930,7225110010C04100000000,2005,2440,16/12/15,285786,EXIT,IMA,ART546-18257-03,T2,1000
S,3091211X03,,,250,18/12/15,,18/12/15,18/12/15,3685,7225110010C04100000000,2005,0,,286310,ENTREPOT,,,T2,970
R,3091212,FIAT,VC/15/6150,900,7/12/2015,15/12/15,15/12/15,15/12/15,7957,7225110010C04100000000,2005,0,,285798,AV,,,R1,1020
X,3091212SCRAP,,,200,15/12/15,,15/12/15,15/12/15,247,7.20429E+21,2005,0,,285798,ENTREPOT,,,T3,0
F,3091212X01,,,500,15/12/15,,15/12/15,15/12/15,2475,7225110010C04100000000,2005,2440,,285798,ENTREPOT,,,T2,980
F,3091212X02,,,800,15/12/15,17/12/15,15/12/15,15/12/15,5235,7225110010C04100000000,2005,2440,17/12/15,285798,EXIT,IMA,ART546-18257-05,T2,990
R,3091213,FIAT,VC/15/6150,200,7/12/2015,,,,7933,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1040
R,3091218,FIAT,VC/15/6150,900,7/12/2015,16/12/15,16/12/15,16/12/15,7797,7225110010C04100000000,2005,0,,285802,AV,,,R1,1040
X,3091218SCRAP,,,200,16/12/15,,16/12/15,16/12/15,457,7.20429E+21,2005,0,,285802,ENTREPOT,,,T3,0
F,3091218X01,,,500,16/12/15,,16/12/15,16/12/15,3715,7225110010C04100000000,2005,2440,,285802,ENTREPOT,,,T2,990
F,3091218X02,,,500,16/12/15,,16/12/15,16/12/15,3625,7225110010C04100000000,2005,2440,,285802,ENTREPOT,,,T2,990
R,3091219,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,7809,7225110010C04100000000,2005,0,,285788,AV,,,R1,1040
X,3091219SCRAP,,,200,14/12/15,,14/12/15,14/12/15,269,7.20429E+21,2005,0,,285788,ENTREPOT,,,T3,0
F,3091219X01,,,800,14/12/15,16/12/15,14/12/15,14/12/15,3715,7225110010C04100000000,2005,2440,16/12/15,285788,EXIT,IMA,ART546-18257-03,T2,1000
F,3091219X02,,,800,14/12/15,16/12/15,14/12/15,14/12/15,3825,7225110010C04100000000,2005,2440,16/12/15,285788,EXIT,IMA,ART546-18257-03,T2,1000
R,3091220,FIAT,VC/15/6150,200,7/12/2015,,,,8187,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1040
R,3091221,FIAT,VC/15/6150,200,7/12/2015,,,,8132,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1030
R,3091222,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,8055,7225110010C04100000000,2005,0,,285785,AV,,,R1,1035
X,3091222SCRAP,,,200,14/12/15,,14/12/15,14/12/15,375,7.20429E+21,2005,0,,285785,ENTREPOT,,,T3,0
F,3091222X01,,,800,14/12/15,15/12/15,14/12/15,14/12/15,5245,7225110010C04100000000,2005,2440,15/12/15,285785,EXIT,IMA,ART546-18257-02,T2,1000
F,3091222X02,,,800,14/12/15,16/12/15,14/12/15,14/12/15,2435,7225110010C04100000000,2005,2440,16/12/15,285785,EXIT,IMA,ART546-18257-03,T2,990
R,3091223,FIAT,VC/15/6150,200,7/12/2015,,,,7945,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1040
R,3091224,FIAT,VC/15/6150,900,7/12/2015,15/12/15,15/12/15,15/12/15,8315,7225110010C04100000000,2005,0,,285797,AV,,,R1,1040
X,3091224SCRAP,,,200,15/12/15,,15/12/15,15/12/15,365,7.20429E+21,2005,0,,285797,ENTREPOT,,,T3,0
F,3091224X01,,,800,15/12/15,17/12/15,15/12/15,15/12/15,3945,7225110010C04100000000,2005,2440,17/12/15,285797,EXIT,IMA,ART546-18257-05,T2,990
F,3091224X02,,,800,15/12/15,17/12/15,15/12/15,15/12/15,4005,7225110010C04100000000,2005,2440,17/12/15,285797,EXIT,IMA,ART546-18257-05,T2,990
R,3091225,FIAT,VC/15/6150,900,7/12/2015,15/12/15,15/12/15,15/12/15,8079,7225110010C04100000000,2005,0,,285794,AV,,,R1,1035
X,3091225SCRAP,,,200,15/12/15,,15/12/15,15/12/15,374,7.20429E+21,2005,0,,285794,ENTREPOT,,,T3,0
F,3091225X01,,,800,15/12/15,16/12/15,15/12/15,15/12/15,3850,7225110010C04100000000,2005,2440,16/12/15,285794,EXIT,IMA,ART546-18257-04,T2,995
F,3091225X02,,,800,15/12/15,16/12/15,15/12/15,15/12/15,3855,7225110010C04100000000,2005,2440,16/12/15,285794,EXIT,IMA,ART546-18257-04,T2,995
R,3091226,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,7437,7225110010C04100000000,2005,0,,285791,AV,,,R1,1040
X,3091226SCRAP,,,200,14/12/15,,14/12/15,14/12/15,287,7.20429E+21,2005,0,,285791,ENTREPOT,,,T3,0
S,3091226X01,,,200,14/12/15,,14/12/15,14/12/15,150,7226110091C04100000000,2005,0,,285791,ENTREPOT,,,T2,60
F,3091226X02,,,800,14/12/15,16/12/15,14/12/15,14/12/15,2365,7225110010C04100000000,2005,2440,16/12/15,285791,EXIT,IMA,ART546-18257-04,T2,940
F,3091226X03,,,800,14/12/15,16/12/15,14/12/15,14/12/15,4635,7225110010C04100000000,2005,2440,16/12/15,285791,EXIT,IMA,ART546-18257-03,T2,1000
R,3091227,FIAT,VC/15/6150,200,7/12/2015,,,,8103,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1035
R,3091228,FIAT,VC/15/6150,900,7/12/2015,17/12/15,17/12/15,17/12/15,8025,7225110010C04100000000,2005,0,,285805,AV,,,R1,1040
X,3091228SCRAP,,,200,17/12/15,,17/12/15,17/12/15,415,7.20429E+21,2005,0,,285805,ENTREPOT,,,T3,0
F,3091228X01,,,500,17/12/15,,17/12/15,17/12/15,5125,7225110010C04100000000,2005,2440,,285805,ENTREPOT,,,T2,985
S,3091228X02,,,200,17/12/15,,17/12/15,17/12/15,151,7226110091C04100000000,2005,0,,285805,ENTREPOT,,,T2,60
F,3091228X03,,,500,17/12/15,,17/12/15,17/12/15,2334,7225110010C04100000000,2005,2440,,285805,ENTREPOT,,,T2,925
R,3091229,FIAT,VC/15/6150,900,7/12/2015,18/12/15,18/12/15,18/12/15,8123,7225110010C04100000000,2005,0,,285807,AV,,,R1,1035
X,3091229SCRAP,,,200,18/12/15,,18/12/15,18/12/15,513,7.20429E+21,2005,0,,285807,ENTREPOT,,,T3,0
F,3091229X01,,,500,18/12/15,,18/12/15,18/12/15,3805,7225110010C04100000000,2005,2440,,285807,ENTREPOT,,,T2,970
F,3091229X02,,,500,18/12/15,,18/12/15,18/12/15,3805,7225110010C04100000000,2005,2440,,285807,ENTREPOT,,,T2,970
R,3091230,FIAT,VC/15/6150,200,7/12/2015,,,,6451,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1030
R,3091231,FIAT,VC/15/6150,200,7/12/2015,,,,6443,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1030
R,3091232,FIAT,VC/15/6150,200,7/12/2015,,,,8239,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1030
R,3091233,FIAT,VC/15/6150,200,7/12/2015,,,,8027,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1015
R,3091234,FIAT,VC/15/6150,900,7/12/2015,17/12/15,17/12/15,17/12/15,6637,7225110010C04100000000,2005,0,,285804,AV,,,R1,1030
X,3091234SCRAP,,,200,17/12/15,,17/12/15,17/12/15,307,7.20429E+21,2005,0,,285804,ENTREPOT,,,T3,0
F,3091234X01,,,500,17/12/15,,17/12/15,17/12/15,3180,7225110010C04100000000,2005,2440,,285804,ENTREPOT,,,T2,990
F,3091234X02,,,500,17/12/15,,17/12/15,17/12/15,3150,7225110010C04100000000,2005,2440,,285804,ENTREPOT,,,T2,990
R,3091235,FIAT,VC/15/6150,900,7/12/2015,16/12/15,16/12/15,16/12/15,7861,7225110010C04100000000,2005,0,,285800,AV,,,R1,1020
X,3091235SCRAP,,,200,16/12/15,,16/12/15,16/12/15,226,7.20429E+21,2005,0,,285800,ENTREPOT,,,T3,0
F,3091235X01,,,500,16/12/15,,16/12/15,16/12/15,3805,7225110010C04100000000,2005,2440,,285800,ENTREPOT,,,T2,990
F,3091235X02,,,500,16/12/15,,16/12/15,16/12/15,3830,7225110010C04100000000,2005,2440,,285800,ENTREPOT,,,T2,990
R,3091236,FIAT,VC/15/6150,900,7/12/2015,14/12/15,15/12/15,15/12/15,8105,7225110010C04100000000,2005,0,,285793,AV,,,R1,1035
X,3091236SCRAP,,,200,15/12/15,,15/12/15,15/12/15,360,7.20429E+21,2005,0,,285793,ENTREPOT,,,T3,0
F,3091236X01,,,800,15/12/15,16/12/15,15/12/15,15/12/15,3890,7225110010C04100000000,2005,2440,16/12/15,285793,EXIT,IMA,ART546-18257-04,T2,995
F,3091236X02,,,800,15/12/15,16/12/15,15/12/15,15/12/15,3855,7225110010C04100000000,2005,2440,16/12/15,285793,EXIT,IMA,ART546-18257-04,T2,995
R,3091237,FIAT,VC/15/6150,900,7/12/2015,16/12/15,16/12/15,16/12/15,8059,7225110010C04100000000,2005,0,,285799,AV,,,R1,1035
X,3091237SCRAP,,,200,16/12/15,,16/12/15,16/12/15,414,7.20429E+21,2005,0,,285799,ENTREPOT,,,T3,0
F,3091237X01,,,500,16/12/15,,16/12/15,16/12/15,4690,7225110010C04100000000,2005,2440,,285799,ENTREPOT,,,T2,990
S,3091237X02,,,200,16/12/15,,16/12/15,16/12/15,182,7226110091C04100000000,2005,0,,285799,ENTREPOT,,,T2,60
F,3091237X03,,,500,16/12/15,,16/12/15,16/12/15,2773,7225110010C04100000000,2005,2440,,285799,ENTREPOT,,,T2,910
R,3091238,FIAT,VC/15/6150,900,7/12/2015,15/12/15,15/12/15,15/12/15,8029,7225110010C04100000000,2005,0,,285795,AV,,,R1,1040
X,3091238SCRAP,,,200,15/12/15,,15/12/15,15/12/15,394,7.20429E+21,2005,0,,285795,ENTREPOT,,,T3,0
F,3091238X01,,,800,15/12/15,16/12/15,15/12/15,15/12/15,3840,7225110010C04100000000,2005,2440,16/12/15,285795,EXIT,IMA,ART546-18257-04,T2,995
F,3091238X02,,,800,15/12/15,17/12/15,15/12/15,15/12/15,3795,7225110010C04100000000,2005,2440,17/12/15,285795,EXIT,IMA,ART546-18257-05,T2,995
R,3091239,FIAT,VC/15/6150,900,7/12/2015,11/12/2015,11/12/2015,11/12/2015,8105,7225110010C04100000000,2005,0,,285758,AV,,,R1,1040
X,3091239SCRAP,,,200,11/12/2015,,11/12/2015,11/12/2015,290,7.20429E+21,2005,0,,285758,ENTREPOT,,,T3,0
F,3091239X01,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,2525,7225110010C04100000000,2005,2440,15/12/15,285758,EXIT,IMA,ART546-18257-01,T2,1000
F,3091239X02,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,5290,7225110010C04100000000,2005,2440,15/12/15,285758,EXIT,IMA,ART546-18257-01,T2,1005
R,3091240,FIAT,VC/15/6150,900,7/12/2015,17/12/15,17/12/15,17/12/15,7871,7225110010C04100000000,2005,0,,285806,AV,,,R1,1040
X,3091240SCRAP,,,200,17/12/15,,17/12/15,17/12/15,386,7.20429E+21,2005,0,,285806,ENTREPOT,,,T3,0
F,3091240X01,,,500,17/12/15,,17/12/15,17/12/15,3665,7225110010C04100000000,2005,2440,,285806,ENTREPOT,,,T2,985
F,3091240X02,,,500,17/12/15,,17/12/15,17/12/15,3820,7225110010C04100000000,2005,2440,,285806,ENTREPOT,,,T2,985
R,3091241,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,8087,7225110010C04100000000,2005,0,,285792,AV,,,R1,1030
X,3091241SCRAP,,,200,14/12/15,,14/12/15,14/12/15,307,7.20429E+21,2005,0,,285792,ENTREPOT,,,T3,0
F,3091241X01,,,800,14/12/15,16/12/15,14/12/15,14/12/15,5310,7225110010C04100000000,2005,2440,16/12/15,285792,EXIT,IMA,ART546-18257-04,T2,995
S,3091241X02,,,200,14/12/15,,14/12/15,14/12/15,148,7226110091C04100000000,2005,0,,285792,ENTREPOT,,,T2,60
F,3091241X03,,,800,14/12/15,17/12/15,14/12/15,14/12/15,2322,7225110010C04100000000,2005,2440,17/12/15,285792,EXIT,IMA,ART546-18257-05,T2,935
R,3091242,FIAT,VC/15/6150,900,7/12/2015,17/12/15,17/12/15,17/12/15,7739,7225110010C04100000000,2005,0,,285803,AV,,,R1,1040
X,3091242SCRAP,,,200,17/12/15,,17/12/15,17/12/15,364,7.20429E+21,2005,0,,285803,ENTREPOT,,,T3,0
F,3091242X01,,,500,17/12/15,,17/12/15,17/12/15,4835,7225110010C04100000000,2005,2440,,285803,ENTREPOT,,,T2,990
S,3091242X02,,,200,17/12/15,,17/12/15,17/12/15,153,7226110091C04100000000,2005,0,,285803,ENTREPOT,,,T2,60
F,3091242X03,,,500,17/12/15,,17/12/15,17/12/15,2387,7225110010C04100000000,2005,2440,,285803,ENTREPOT,,,T2,930
R,3091243,FIAT,VC/15/6150,900,7/12/2015,18/12/15,18/12/15,18/12/15,8071,7225110010C04100000000,2005,0,,285808,AV,,,R1,1040
X,3091243SCRAP,,,200,18/12/15,,18/12/15,18/12/15,611,7.20429E+21,2005,0,,285808,ENTREPOT,,,T3,0
F,3091243X01,,,500,18/12/15,,18/12/15,18/12/15,3755,7225110010C04100000000,2005,2440,,285808,ENTREPOT,,,T2,980
F,3091243X02,,,500,18/12/15,,18/12/15,18/12/15,3705,7225110010C04100000000,2005,2440,,285808,ENTREPOT,,,T2,980
R,3091244,FIAT,VC/15/6150,200,7/12/2015,,,,7897,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1025
R,3091249,FIAT,VC/15/6150,900,7/12/2015,11/12/2015,14/12/15,14/12/15,8101,7225110010C04100000000,2005,0,,285765,AV,,,R1,1035
X,3091249SCRAP,,,200,14/12/15,,14/12/15,14/12/15,236,7.20429E+21,2005,0,,285765,ENTREPOT,,,T3,0
F,3091249X01,,,800,14/12/15,15/12/15,14/12/15,14/12/15,5350,7225110010C04100000000,2005,2440,15/12/15,285765,EXIT,IMA,ART546-18257-02,T2,1005
S,3091249X02,,,200,14/12/15,,14/12/15,14/12/15,150,7226110091C04100000000,2005,0,,285765,ENTREPOT,,,T2,60
F,3091249X03,,,800,14/12/15,15/12/15,14/12/15,14/12/15,2365,7225110010C04100000000,2005,2440,15/12/15,285765,EXIT,IMA,ART546-18257-02,T2,945
R,3091250,FIAT,VC/15/6150,900,7/12/2015,16/12/15,16/12/15,16/12/15,7873,7225110010C04100000000,2005,0,,285801,AV,,,R1,1030
X,3091250SCRAP,,,200,16/12/15,,16/12/15,16/12/15,298,7.20429E+21,2005,0,,285801,ENTREPOT,,,T3,0
F,3091250X01,,,500,16/12/15,,16/12/15,16/12/15,3765,7225110010C04100000000,2005,2440,,285801,ENTREPOT,,,T2,990
F,3091250X02,,,500,16/12/15,,16/12/15,16/12/15,3810,7225110010C04100000000,2005,2440,,285801,ENTREPOT,,,T2,990
R,3091251,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,8107,7225110010C04100000000,2005,0,,285768,AV,,,R1,1040
X,3091251SCRAP,,,200,14/12/15,,14/12/15,14/12/15,352,7.20429E+21,2005,0,,285768,ENTREPOT,,,T3,0
F,3091251X01,,,800,14/12/15,16/12/15,14/12/15,14/12/15,5225,7225110010C04100000000,2005,2440,16/12/15,285768,EXIT,IMA,ART546-18257-03,T2,1000
S,3091251X02,,,200,14/12/15,,14/12/15,14/12/15,151,7226110091C04100000000,2005,0,,285768,ENTREPOT,,,T2,60
F,3091251X03,,,800,14/12/15,16/12/15,14/12/15,14/12/15,2379,7225110010C04100000000,2005,2440,16/12/15,285768,EXIT,IMA,ART546-18257-03,T2,940
R,3091252,FIAT,VC/15/6150,900,7/12/2015,14/12/15,14/12/15,14/12/15,8307,7225110010C04100000000,2005,0,,285767,AV,,,R1,1040
X,3091252SCRAP,,,200,14/12/15,,14/12/15,14/12/15,392,7.20429E+21,2005,0,,285767,ENTREPOT,,,T3,0
F,3091252X01,,,800,14/12/15,15/12/15,14/12/15,14/12/15,3980,7225110010C04100000000,2005,2440,15/12/15,285767,EXIT,IMA,ART546-18257-02,T2,995
F,3091252X02,,,800,14/12/15,15/12/15,14/12/15,14/12/15,3935,7225110010C04100000000,2005,2440,15/12/15,285767,EXIT,IMA,ART546-18257-02,T2,990
R,3091255,FIAT,VC/15/6150,200,7/12/2015,,,,7393,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,970
R,3091256,FIAT,VC/15/6150,200,7/12/2015,,,,7149,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,970
R,3091257,FIAT,VC/15/6150,200,7/12/2015,,,,5753,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,970
R,3091258,FIAT,VC/15/6150,900,7/12/2015,11/12/2015,11/12/2015,11/12/2015,8077,7225110010C04100000000,2005,0,,285761,AV,,,R1,1040
X,3091258SCRAP,,,200,11/12/2015,,11/12/2015,11/12/2015,252,7.20429E+21,2005,0,,285761,ENTREPOT,,,T3,0
F,3091258X01,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,3855,7225110010C04100000000,2005,2440,15/12/15,285761,EXIT,IMA,ART546-18257-01,T2,1005
F,3091258X02,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,3970,7225110010C04100000000,2005,2440,15/12/15,285761,EXIT,IMA,ART546-18257-01,T2,1005
R,3091259,FIAT,VC/15/6150,900,7/12/2015,15/12/15,15/12/15,15/12/15,7987,7225110010C04100000000,2005,0,,285796,AV,,,R1,1040
X,3091259SCRAP,,,200,15/12/15,,15/12/15,15/12/15,362,7.20429E+21,2005,0,,285796,ENTREPOT,,,T3,0
S,3091259X01,,,200,15/12/15,,15/12/15,15/12/15,177,7226110091C04100000000,2005,0,,285796,ENTREPOT,,,T2,70
F,3091259X02,,,800,15/12/15,17/12/15,15/12/15,15/12/15,2308,7225110010C04100000000,2005,2440,17/12/15,285796,EXIT,IMA,ART546-18257-05,T2,910
F,3091259X03,,,800,15/12/15,17/12/15,15/12/15,15/12/15,5140,7225110010C04100000000,2005,2440,17/12/15,285796,EXIT,IMA,ART546-18257-05,T2,995
R,3091260,FIAT,VC/15/6150,900,7/12/2015,11/12/2015,11/12/2015,11/12/2015,8097,7225110010C04100000000,2005,0,,285760,AV,,,R1,1040
X,3091260SCRAP,,,200,11/12/2015,,11/12/2015,11/12/2015,262,7.20429E+21,2005,0,,285760,ENTREPOT,,,T3,0
F,3091260X01,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,5275,7225110010C04100000000,2005,2440,15/12/15,285760,EXIT,IMA,ART546-18257-02,T2,1005
S,3091260X02,,,200,11/12/2015,,11/12/2015,11/12/2015,203,7226110091C04100000000,2005,0,,285760,ENTREPOT,,,T2,80
F,3091260X03,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,2357,7225110010C04100000000,2005,2440,15/12/15,285760,EXIT,IMA,ART546-18257-01,T2,925
R,3091261,FIAT,VC/15/6150,900,7/12/2015,11/12/2015,11/12/2015,11/12/2015,8172,7225110010C04100000000,2005,0,,285763,AV,,,R1,1040
X,3091261SCRAP,,,200,11/12/2015,,11/12/2015,11/12/2015,302,7.20429E+21,2005,0,,285763,ENTREPOT,,,T3,0
F,3091261X01,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,2505,7225110010C04100000000,2005,2440,15/12/15,285763,EXIT,IMA,ART546-18257-01,T2,995
F,3091261X02,,,800,11/12/2015,15/12/15,11/12/2015,11/12/2015,5365,7225110010C04100000000,2005,2440,15/12/15,285763,EXIT,IMA,ART546-18257-01,T2,1005
R,3091262,FIAT,VC/15/6150,200,7/12/2015,,,,6671,7225110010C04100000000,2005,0,,?,ENTREPOT,,,R1,1040
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AANZUIVERINGSAFREKENING ACTIEVE VEREDELING SCHORSINGSSYSTEEM,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Vergunninghouder=Euro-Mit Staal B.V. EORI nummer: NL800275937,,,,,,,,,,,,,,,,,,,
Bezoekadres=Duitslandweg 7. 4389 PJ  Ritthem  Havennummer 1153,,,,,,,,,,,,,,,,,,,
Postadres=Postbus 535. 4380 AM  VLISSINGEN,,,,,,,,,,,,,,,,,,,
Vergunning=Actieve Veredeling / schorsingssysteem. vergunningnummer: NL00740008734,,,,,,,,,,,,,,,,,,,
Datum afgifte vergunning=27/5/2015,,,,,,,,,,,,,,,,,,,
Laatste wijziging vergunning=,,,,,,,,,,,,,,,,,,,
Aanzuiveringsperiode =2015/11-12,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legenda aanzuiveringsafrekening,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Kolom A=T (tekst;1 char) .. type object,,,,,,,,,,,,,,,,,,,
Kolom B=EMS-obj-nr (tekst;7-35 chars) .. identificatie nummer van object,,,,,,,,,,,,,,,,,,,
Kolom C=DocIn (tekst;1-5 chars) .. aanduiding documentsoort,,,,,,,,,,,,,,,,,,,
Kolom D=DocnrIn (tekst;1-20 chars) .. document nummer,,,,,,,,,,,,,,,,,,,
Kolom E=Status (getal;3 digits) .. huidige status object,,,,,,,,,,,,,,,,,,,
Kolom F=InEntrepot (datum) .. datum in entrepot,,,,,,,,,,,,,,,,,,,
Kolom G=OutEntrepot (datum) .. datum uit entrepot,,,,,,,,,,,,,,,,,,,
Kolom H=InAV (datum) .. datum in actieve veredeling,,,,,,,,,,,,,,,,,,,
Kolom I=OutAV (datum) .. datum uit actieve veredeling,,,,,,,,,,,,,,,,,,,
Kolom J=Weight (getal;1-5 digits) .. gewicht van object,,,,,,,,,,,,,,,,,,,
Kolom K=CN-code (tekst;22 chars) .. goederencode,,,,,,,,,,,,,,,,,,,
Kolom L=CIF-value (getal) .. cif-waarde per ton,,,,,,,,,,,,,,,,,,,
Kolom M=SALE-value (getal) .. verkoopprijs per ton,,,,,,,,,,,,,,,,,,,
Kolom N=ExEMS (datum) .. datum object verscheept,,,,,,,,,,,,,,,,,,,
Kolom O=PIO (getal;5-6 digits) .. referentie naar nummer produktie opdracht,,,,,,,,,,,,,,,,,,,
Kolom P=Customs (tekst;1-10 chars) .. indicatie huidge (douane)status,,,,,,,,,,,,,,,,,,,
Kolom Q=DocOut (tekst;1-5 chars) .. aanduiding documentsoort,,,,,,,,,,,,,,,,,,,
Kolom R=DocnrOut (tekst;1-20 chars) .. document nummer,,,,,,,,,,,,,,,,,,,
